Sentence,label,label_id
ከበደ አለቃዉን,Literal ,1
እንዲህ ልጠግብ በሬዬን አረድኩት,Proverb,2
ምዝበራ የፈጸመው,Literal ,1
እዡን ጨረሰ,Idiom,0
ልቡ ደጅ ደጅ ብሏል,Idiom,0
እርስ በርስ,Literal ,1
ተመልሰዉ ሲፍራሩ,Literal ,1
ሰንኮፍ አልወጣም,Idiom,0
ውጤታማ ስራ,Literal ,1
በለፈለፉ ባፍ ይጠፉ,Proverb,2
አይከሰኝም ይላሉ,Literal ,1
እንብዛም ብልሀት ያደርሳል ከሞት,Proverb,2
ግምል ሰርቆ አጎንብሶ ሄደ,Proverb,2
ለማረጋገጥ ተችሏል,Literal ,1
አለማዊ ነገር,Literal ,1
ሚዲያ,Literal ,1
ቄስና አሞራ በበላበት ይጮኻል,Proverb,2
በጽኑ ያወግዛል,Literal ,1
ሆድ ለባሰው ማጭድ አታውሰው,Proverb,2
ሸኘው,Idiom,0
አንድ ሰበር,Idiom,0
ሁኔታው አይፈቅድም,Idiom,0
ንጹሀንን እረሸነ,Literal ,1
ማስቆም የሚቻልበትን ሁኔታ,Literal ,1
የምታርቅበትም ሚዛን ይዥጎረጎራል,Literal ,1
አትዋል ይዋሉብህ አትምከር ይምከሩብህ,Proverb,2
ሊቀ መንበር,Literal ,1
አእምሮአችን ማፍቀር አይችልም,Literal ,1
ሰማዩ ከበደ,Idiom,0
አቅመቢስነት,Literal ,1
የሚያሸንፍ ቢሆን,Literal ,1
ትምህርት አስተማረ,Literal ,1
እራስን መቻል,Literal ,1
አህያውን ቢፈሩ መደላድሉን ሰበሩ,Proverb,2
የእንዝርት ቂጥ,Idiom,0
ስለ መሀመድ ነቢይነት,Literal ,1
ልቡ ወለል አለ,Idiom,0
እናንተ ቤት ያለው እሳት እኛ ጋርም አለ,Proverb,2
እግረ መንገዱን ጠየቀ,Idiom,0
ልቡ በደስታ ሰከረ,Idiom,0
እጁን ሰጠ,Idiom,0
የሚሞት ልጅ አንገቱ ረጅም ነው,Proverb,2
መደበቁ ማየት,Literal ,1
እንደ ድል,Literal ,1
ግለሰብንና ተቋምን,Literal ,1
ቅጠል የለሽ,Idiom,0
ዳኛ ረግጦ ሄደ,Idiom,0
ይሯሯጣል,Idiom,0
የሚፈልግ ያገኛል የሚተኛ ያልማል,Proverb,2
ምን ተዳዪ,Idiom,0
መቋቋም ተማር,Literal ,1
የላከ እንደ አፉ ያከከ አንደ አጁ አይሆንለትም,Proverb,2
ስናነሳህ,Idiom,0
ክሩን የበጠሰ,Idiom,0
ትውልድ ተነሥቷል,Literal ,1
አልቀበልም አልፈፅምም,Literal ,1
ወረቀትና ሞኝ የያዘውን አይለቅም,Proverb,2
እግዜር አየ,Idiom,0
ቃል አይነጥበውም,Idiom,0
ኢስላማዊ ትምህርት,Literal ,1
የሚያድግ ልጅ አይጥላህ የሚሞት ሽማግሌ አይርገምህ,Proverb,2
ቅጽበታዊ ለውጥ,Literal ,1
የአፍ ወለምታ,Idiom,0
እጣ ክፍል,Idiom,0
አለም ላይ,Literal ,1
ጠቅጥቆኝ ሄደ,Idiom,0
ለሴትና ለጉም አይዘነጉም,Proverb,2
ደፍሮ ከመጣ,Literal ,1
በውሻ ሆድ ቅቤ አያድርም,Proverb,2
ልፋ ያለው በሬ ቆዳው ለከበሮ,Proverb,2
አትተሻሽ,Idiom,0
ልቧን ጥላበታለች,Idiom,0
ገድሎኝ ሄደ,Idiom,0
በሬ ሆይ ሳሩን አይተህ ገደሉን ሳታይ,Proverb,2
ሀላፊነት የጎደለው,Literal ,1
ባዶ ቆርቆሮ ይጮሃል,Proverb,2
ፊደላት አሀዞች,Literal ,1
መስመር,Literal ,1
አስብ ያለው,Idiom,0
ቤቴን እሳት ላፈው,Idiom,0
አፉ ተያዘ,Idiom,0
ሞገስ አገኘ,Idiom,0
ሀሰተኛ በቃሉ ስደተኛ በቅሉ,Proverb,2
መሬቱ ቀና,Idiom,0
በስለት ለታቦት,Literal ,1
አነስ ሲሉት ተቆረሰ,Proverb,2
አፉን አሟሸ,Idiom,0
ገፊ ነው,Idiom,0
ውሸቱን ቀረደደው,Idiom,0
ትንሽ ሰከረ,Literal ,1
ወጥን ማን ያውቃል ቢሉ ቀላዋጭ,Proverb,2
ከአፈርኩ አይመልሰኝ,Proverb,2
ማዶ ማዶ,Idiom,0
ወረዳ አዘዘ,Literal ,1
ተስፋ አደርጋለሁ,Literal ,1
የእናት ልጅ ቢጣላ እውነት ይመስላል ለሌላ,Proverb,2
ጣና ሞገድ,Literal ,1
እግሬ አዉጭኝ,Idiom,0
ሆደ ሰፊ ነገር አሳላፊ,Proverb,2
ሴትና ድመት ወደ ሞቀበት,Proverb,2
ሰይጣን ደፋር,Idiom,0
ትልቅ ብልሀት ለትምህርት መትጋት,Proverb,2
የጭቃ ውስጥ እሾህ,Proverb,2
ቅልት አለ,Idiom,0
ርጋጭ ርጋጭ ይላል,Idiom,0
የነፍስ ዋጋ,Idiom,0
ቀብረው ሲመለሱ እግዜር ይማርዎ,Proverb,2
የበጋ ወራት,Literal ,1
የሌባ ሞኝ ከጎተራ ስር ይገኝ,Proverb,2
ጉባኤ ተካሄደ,Literal ,1
አልፎ አልፎ በሽታ ይጎበኘዋል,Idiom,0
እዉነትን ፍለጋ,Literal ,1
ይለዋወጣል,Idiom,0
የሴቶች ተሳትፎ,Literal ,1
ዘወረደ ቅድስት,Literal ,1
አይነ ስጋ,Idiom,0
ለሀጥአን የወረደ ለጻድቃን ይተርፋል,Proverb,2
ስህተት ከምንሰራ,Literal ,1
የክብር እንግዳ ሆነው,Literal ,1
አሾ ገመዳ,Idiom,0
ዛፍ ሲወድቅ ከግንዱ ሰው ሲቸገር ከዘመዱ,Proverb,2
ሆዳም ሰው እንብርት የለውም,Proverb,2
ዘመደ ብዙ ነው,Literal ,1
ሥርዓተ እምነታቸውን,Literal ,1
እንደደረሰባቸው ተገልጿል,Literal ,1
እጅ ነሳ,Idiom,0
ሀረግ ጣለ,Idiom,0
ክብሩ ይስፋ,Idiom,0
መዘርከት ያበዛል,Idiom,0
እባብን ያየ በልጥ በረየ,Proverb,2
ደማቅ ታሪካችን,Literal ,1
በትምህርት ገበታ,Literal ,1
ቂጣም,Idiom,0
ሱሪ በአንገት ማውለቅ,Idiom,0
አዲስ ልብስ,Literal ,1
ለሰሚ ግራ ነገር,Idiom,0
ማስወረድ መግደል ነው,Literal ,1
ለዚህ ሆዴ ጠላኝ ዘመዴ,Proverb,2
ባልከው ስዓት አለ,Literal ,1
ቃሉ ጎደለ,Idiom,0
በዚሁ እጋብዛለሁ,Literal ,1
ራስን  መጉዳት,Literal ,1
ተቆለለ,Idiom,0
አረገደ,Idiom,0
ጨቅጫቃ ሚስትና የሚያፈስ ቤት አንድ ናቸው,Proverb,2
ጊዜ ታክሲ አይደለም ቆሞ አይጠብቅህም,Proverb,2
እጅ ማሟሻ,Idiom,0
ወረዳ የሚንቀሳቀሱ,Literal ,1
ጎጆ ቀለሰ,Idiom,0
ቀን የሰጠው ቅል ድንጋይ ይሰብራል,Proverb,2
የቀንድ ከብት,Literal ,1
እውር እውርን ቢከተል ተያይዘው ገደል,Proverb,2
የደም ስር,Idiom,0
ቀይ ወጥ,Literal ,1
አበስኩ ገበርሁ,Idiom,0
ሁልጊዜ ሰበብ አያጣም,Literal ,1
ሽንት,Idiom,0
እሳት አመድ ወለደ እንዲሉ,Proverb,2
ከፋፍሎ ማጥናት,Literal ,1
ሰንሻይን,Literal ,1
የቸኮለች አፍስሳ ለቀመች,Proverb,2
ማብራሪያ ለመስጠት ነው,Literal ,1
የሰው አይን በላው,Idiom,0
ዝንብ ቢሰበሰብ ጋን አይከፍትም,Proverb,2
በጣት የሚቆጠር,Idiom,0
የተቀነባበሩ ምግቦች,Literal ,1
ፖሊስ,Literal ,1
በሬ ከአራጁ ይውላል,Proverb,2
ዘባራቂ ይወዳል ምራቂ,Proverb,2
ብለህ ብትገረድ,Literal ,1
ጸሎት ያለፍቅር ሀይማኖት ያለግብር ኣይረባም,Proverb,2
ዜና መጣ,Literal ,1
እርስዎ መልስ መስጠት አይችሉም,Literal ,1
ጆንያን ያቆመው እህል ነው,Proverb,2
አርጃኖ ገላ,Idiom,0
አቅምን ዐውቆ መኖርም ጥሩ ነው,Literal ,1
የሙት አልቃሹ የቁም ወራሽ,Proverb,2
ዘመድን ከዘመድ ጋር ማማት ጮማ እንደመቁረጥ ይቆጠራል,Proverb,2
እራሱን አነበበው,Idiom,0
ከንፈር ወዳጅ,Idiom,0
ለመጀመሪያ ጊዜ,Literal ,1
ቅናት ጥናት አይገኝም ከናት ካባት,Proverb,2
ከድሀ ከመበደር ከባለጸጋ መስረቅ ይቀላል,Proverb,2
አይኑ አረገዘ,Idiom,0
መቼ አጣሁት,Idiom,0
አስታመመ,Idiom,0
የህዝብ እሴቶች,Literal ,1
በትምህርት ምክንያት የሚመጣ ጭንቀት,Literal ,1
ደም ያረገዘ ጣት,Idiom,0
የምትወደዉን አታገባም,Literal ,1
ላም ባልዋለበት ኩበት ለቀማ,Proverb,2
በሽምግልና ወቅት,Literal ,1
የሙያ ዘርፍ,Literal ,1
ልጓም አጥባቂ,Idiom,0
ስልጣኑ ተያዘ,Idiom,0
በኣንድ ጣት ፊት አይታጠብም,Proverb,2
ድርጊቱ በወንጀል,Literal ,1
የደረሱ ሰዎች,Literal ,1
ዘኬውን ሲቋጥር አነቀው ነብር,Proverb,2
በአንድ አመት,Literal ,1
አባይ ምንጭ,Literal ,1
ማሳሰቢያ,Literal ,1
ውጤታማ ስራ,Literal ,1
ዛሬ,Literal ,1
ብዙ ልምድ,Literal ,1
አርቆ አጠረ,Idiom,0
አማረኛ ቋንቋ,Literal ,1
እግዚአብሔር,Literal ,1
ራስ የለውም,Idiom,0
ንዴት,Literal ,1
የውል ስምምነት,Literal ,1
ስር ነቀል,Idiom,0
አይሰጡም,Literal ,1
ልቤ አለቀ,Idiom,0
ሰለባ እየሆኑ,Literal ,1
ልቡ ተሸበረ,Idiom,0
የሴት አልጫ,Idiom,0
አንድ ከረጢት አፈር,Literal ,1
ደም ግፊት,Literal ,1
የአዕምሮ ቅኝት ነው,Literal ,1
ተስፋ,Literal ,1
መች ተመለሱ,Literal ,1
አዲስ ትውልድ,Literal ,1
ከወለድ ነጻ,Literal ,1
ገዥው በሀሳብ ላይ ሰነፈጠ,Idiom,0
አዲሱን ማዎቅህን ተደሰትበት,Literal ,1
አንጀቱ ተቆረጠ,Idiom,0
አመለ ቁርንጭ,Idiom,0
ጢም እጠላለሁ መሳምን እወዳለሁ,Proverb,2
በዉሃ ይለቅልህ,Idiom,0
ሆድ እቃ,Idiom,0
ሸርካታ,Idiom,0
ህንጻ ስር ይወጣል,Literal ,1
አናጋጅ,Idiom,0
በአሁኑ ጊዜ,Literal ,1
ሀዘንሽ ቅጥ አጣ ከቤትሽ አልወጣ,Proverb,2
አስልቶ መታው,Idiom,0
ታይቶ በሹመት ያገኙታል,Literal ,1
አልቦ መጋት,Idiom,0
ሲስተሙ,Literal ,1
አለኝ ብሎ ከማፈር የለኝም ብሎ መድፈር,Proverb,2
ዝም ብለው ያከናውኑት,Literal ,1
ጫንቃዬን ተገርፌ ጨርቄን ተገፍፌ,Proverb,2
ታጥቦ ጭቃ,Proverb,2
ነገር አዋቂ,Idiom,0
ምራቁን ዋጠ,Idiom,0
በትምህርት ዘርፍ,Literal ,1
ሴት የላከው ሞት አይፈራም,Proverb,2
ነፍስ ሆነ,Idiom,0
ማተብ የለሽ,Idiom,0
እገሌን አልቦታል,Idiom,0
አይን ካላዩበት ግንባር ነው,Proverb,2
ልትበሳጭ አስባ,Literal ,1
እርግፍ እርግፍ አለች,Idiom,0
የምላስ ወለምታ ሪፈር የለውም,Proverb,2
ማሰብ ያስፈልጋል,Literal ,1
ሚሊየን ብር ድጋፍ አደረገ,Literal ,1
እንዳጋመስነው እንጨርሰዋለን,Literal ,1
ሊቆም ይገባል,Literal ,1
እኔ ስለጠየቅኩ አይደለም,Literal ,1
ቅማል በጥፍር ቢድጧት ራስ ደህና አለች,Proverb,2
ቤት በመለስ,Idiom,0
አለም ሀላፊ መልክ ረጋፊ,Proverb,2
የኑሮ ውድነት,Literal ,1
አልዳንክም ነበረ,Literal ,1
ቅኔ ቆጠረ,Idiom,0
ምስል ቢስ,Idiom,0
ለማለት ያህል ነው,Literal ,1
ሹል አፍ,Idiom,0
ሁሉ በአጄ ሁሉ በደጄ,Proverb,2
ምስቅልቅል,Literal ,1
አባቶቻችን ሰልጥነዋል,Literal ,1
መጻሕፍትን ማንበብ,Literal ,1
ሰርግ ደገሰ,Literal ,1
አገር ረጋ,Idiom,0
አምስት አመት,Literal ,1
ሆዱ ጎሸ,Idiom,0
የደም ገንቦ,Idiom,0
አህያ ለአህያ ጥርስ አይሰበርም,Proverb,2
ክፍል ዘጠኝ,Literal ,1
ከልብ እንድትተጉ,Literal ,1
ውሀ ቢወቅጡት እንቦጭ,Proverb,2
ቃል አጠረው,Idiom,0
እግሬ አዉጭኝ,Idiom,0
በማጅራቱ አረደው,Idiom,0
እጅ ከፍንጅ,Idiom,0
ራሰ ክፍት,Idiom,0
ቁርበት መጣል,Idiom,0
ወዶ አይደለም,Literal ,1
እሾኹም ይነቀላል,Literal ,1
ላንተ የዘነበ ለኔም ያካፋል,Idiom,0
ሸጓጣ,Idiom,0
እንቅርቴ ፈረጠ,Idiom,0
እውር እንጀራ,Idiom,0
ጆሮ እዳውን አይሰማም,Proverb,2
ወድቃ ለህክምና እርዳታ,Literal ,1
ግእዝ አማረኛ,Literal ,1
ጥሩ ሃሳቦች አሉት,Literal ,1
ትምህርት ለተሻለ ነገ ያበቃል,Literal ,1
የካብ እባብ,Idiom,0
ችግር ፈጣሪ,Literal ,1
ትቅበዘበዣለሽ,Literal ,1
ለተቀማጭ ሰማይ ቅርቡ ነው,Proverb,2
ትግልህን ምረጥ,Literal ,1
የትኛውን አካል ነው,Literal ,1
ልበ ጎደሎ,Idiom,0
በምዝገባ ፕላትፎርም,Literal ,1
ስራ አስፈፃሚዎች,Literal ,1
ቆላ እና ደጋ ረገጠ,Idiom,0
ዛፎች አለቁ እና ግራሮች ዛፍ ሆኑ,Proverb,2
የሚያብረቀርቅ ሁሉ ወርቅ አይደለም,Proverb,2
የከፋ የደም መፋሰስ,Literal ,1
አንገተ ቢስ,Idiom,0
ላስ አደረገው,Idiom,0
ባይኗ ወጋችው,Idiom,0
ድፍን ቃል,Idiom,0
የሚያጋልጥ ነው,Literal ,1
የተማረና ታጥቦ የተቀመጠ ብርጭቆ ፈላጊ አያጣም,Proverb,2
ቁርሴን ለካክፌ ነው የወጣሁት,Idiom,0
ሆድ ካገር ይሰፋል,Proverb,2
ርግጡን ንገረው,Idiom,0
አሉታና ጽድቅ,Idiom,0
ሆዱ ባሰበት,Idiom,0
ባልታወቀ ሁኔታ,Literal ,1
ቅስሙ ተሰበረ,Idiom,0
ተረባረበ,Idiom,0
ትኩረት,Literal ,1
የጭን ገረድ,Idiom,0
የሚማሩ አይደሉም,Literal ,1
በአጭር ያስቀርህ,Idiom,0
እራስን መቻል,Literal ,1
ልበ ልል መሆን አያዋጣም,Idiom,0
ጥያቄና መልስ ውድድር,Literal ,1
ድብቁ ማንነት,Literal ,1
መልከ ጥፉ,Idiom,0
የአገር ሽማግሌዎች,Literal ,1
ሳር እግር,Idiom,0
እድሜና ጨርቅ በደህና አያልቅ,Proverb,2
ልጅን ሲወዱ እስከነ ጉዱ,Proverb,2
ሌሎችም ተቋማት,Literal ,1
ቀለበት ለቆማጣ ሚዶ ለመላጣ,Proverb,2
ሌባ ሚዛን,Idiom,0
ጨለማ ፊት,Idiom,0
እየገለጹ ይገኛሉ,Literal ,1
ሀይ ሀይ አለ,Idiom,0
በተጠቀሰው,Literal ,1
አላየናት እንዲያው ገበያ ናት,Proverb,2
አባይን ያላየ ምንጭ ያመሰግናል,Proverb,2
ሀምሌ ቢያባራ በጋ ይመስላል,Proverb,2
አያገባት ገብታ አያወዛት ተቀብታ,Proverb,2
አፉን አሟሸ,Idiom,0
ፖስታ ቤት,Literal ,1
የማርያም ግርዝ,Idiom,0
ያልታደለ ከንፈር ሳይሳም ያረጃል,Proverb,2
ሸናበት,Idiom,0
ተስማምቷል,Literal ,1
ደማቅ,Literal ,1
ሰርቶ አፍራሽ,Idiom,0
ኑሮ ከማናደድ ሄዶ መናፈቅ,Proverb,2
እሾህ አይውጋህ,Idiom,0
ቃል አጋኖ,Literal ,1
አንበሳ ሲያረጅ የዝንብ መጫወቻ ይሆናል,Proverb,2
አለመኛ ሆነ,Idiom,0
በነገር ረጨኝ,Idiom,0
መሸቀጥ አሁን ላይ የለም,Literal ,1
ዝንጀሮ የመቀመጫዬ ይቅደምልኝ አለች,Proverb,2
ጽድቅ ለመንኳሽ ቀኝ ለከሳሽ,Proverb,2
በመምህርነት አገልግለዋል,Literal ,1
በሬው ላሟን አጠቃት,Idiom,0
ስለዚህ የሚያደርጉት አጡ,Literal ,1
መልካም ምኞት,Literal ,1
አልቻለም,Literal ,1
እየታገለ ተነስቶ,Literal ,1
ሰማእቱ ቅዱስ ጊዮርጊስ,Literal ,1
አስተያየት ልሰጥ ተገደድኩ,Literal ,1
ሰው ሰራሽ,Literal ,1
ነገር ወዳጅ ሰው ከመንገድ ዳር ቅበሩኝ ይላል,Proverb,2
መሰናዘሪያ ቦታ,Idiom,0
ሰዶ ማሳድድ ካማረህ ዶሮህን በቆቅ ለውጥ,Proverb,2
እንዳልሆነ ሆነ,Idiom,0
መልስ እፈልጋለሁ,Literal ,1
ሳይበላ ተነሳ,Literal ,1
አዉራ ሰው,Idiom,0
ሌባ ዝናብ,Idiom,0
ባለጌ የጠገበ አለት ይርበው አይመስለውም,Proverb,2
ሀይ በል አለ,Idiom,0
ቀን አይቶ ከዳው,Idiom,0
መልካም ሴት ለባሏ ዘውድ ናት,Proverb,2
ጓሮ ዞሯል,Idiom,0
ውሻ በበላበት ይጮሀል,Proverb,2
ስራ ከምፈታ ልጄን ላፋታ,Proverb,2
መረጃ ያመለክታል,Literal ,1
ልጅ ለእናቷ ምጥ አስተማረች,Proverb,2
ባጎረስኩ እጄን ተነከስኩ,Proverb,2
ማረፊያ የለውም,Idiom,0
ሸርሙጣን የወደደ ልብሱን ጥሎ ያበደ,Proverb,2
ሆዱን ጣለ,Idiom,0
ሮም በአንድ ቀን አልተገነባችም,Proverb,2
ዘር ቆርጥም,Idiom,0
ድንቅ ትረካ,Literal ,1
አርሟን ጠምቃ ፈጀችው ጠልቃ,Proverb,2
እሾህ ለረጋጩ ነገር ላምጪው,Proverb,2
ክፉ ስልጣኔ,Idiom,0
ምንጭሩ ድብን አለ,Idiom,0
ነገር አበረደ,Literal ,1
ዐማራስ ምን እያሰበ ይሆን,Literal ,1
በፍጹም እንዳትከፍቱ,Literal ,1
ቋንቋ ለቋንቋ,Idiom,0
ንጽጽርማ መቆም የለበትም,Literal ,1
በከፍተኛ ደረጃ,Literal ,1
ንብ ባውራው ገበሬ ባዝመራው,Proverb,2
አማካሪ መምህር,Literal ,1
አለቃ ለራሱ አይበቃ,Proverb,2
ሁለት አይወዱም ከመነኮሱ አይወልዱም,Proverb,2
ሰይጣናም,Idiom,0
ሱሪ ቢጣልባት የምታረግዝ,Idiom,0
መጣፍ አዋቂ,Idiom,0
ስጥ አፍ,Idiom,0
የጋራ እሴት,Literal ,1
ምላስክን ሰብስብ,Idiom,0
አፉን ከፍቶ,Literal ,1
እናቴን ያገባ ሁሉም አባቴ ነው,Proverb,2
ተረባርበን,Literal ,1
የአንድ ወገን ናቸው,Literal ,1
እከክልኝ ልከክልህ,Proverb,2
ዉሃ ሆነ,Idiom,0
ኢትዮጵያ ክልል,Literal ,1
ያድማዉ መሪዎች,Literal ,1
እጅ ነሳ,Idiom,0
ወደሚል,Literal ,1
የበላበትን ወጭት ደፊ,Idiom,0
የስኬት ደረጃ,Literal ,1
እንጀራ ያረረበት,Idiom,0
የስሜት መነቃቃት,Literal ,1
ታዋቂና የተከበረ መሆን,Literal ,1
ሰይጣን አትሁንብኝ,Idiom,0
እያለፍን ነው,Literal ,1
ስሜት,Literal ,1
ሙቀጫ እግር,Idiom,0
አደረጋት,Idiom,0
አህያ እጅብ ለቅሶ ሄደች,Proverb,2
የእጁን አገኘ,Idiom,0
አልጋው ሲገኝ ባሉ አይገኝ,Proverb,2
ኢትዮጵያን ይባርክልን,Literal ,1
አሳት አየው,Idiom,0
አመልና ጅራት ከወደኋላ ነው,Proverb,2
እንቅልፍ ነቃ,Literal ,1
አመልህ በጉያ ስንቅህ በአህያ,Proverb,2
በለፈለፉ በአፍ ይጠፋ,Proverb,2
ቁጥቋጦም ሲያድግ ዛፍ ይሆናል,Proverb,2
አጠናክሮ በማቅረብ,Literal ,1
የርግቦችን ባህሪ,Literal ,1
መግለጽ ይወዳል,Literal ,1
ልብስህን ሰብስብ,Idiom,0
የሞተ እንጀራ,Idiom,0
ለረዥም ጊዜ,Literal ,1
ሴት ከጠላች በቅሎ ከበላች አመል አወጣች,Proverb,2
ሙሉ አካል,Idiom,0
በውድም በግድም,Proverb,2
ዳታቤዝ ትምህርት,Literal ,1
የእናት ሞትና የድንጋይ መቀመጫ እያደር ይቆረቁራል,Proverb,2
አመሉ ገደለኝ,Idiom,0
ነገሩን አመዛዘነ,Idiom,0
ዘላለም ከመፍሳት አንዴ መቅዘን,Proverb,2
አህያ ሲጠግብ ከጅብ ይጫወታል,Proverb,2
ልብ አቁስል,Idiom,0
በጸጥታ ችግር ምክንያት,Literal ,1
ሀጢያት በንስሀ በደል በካሳ,Proverb,2
ቀድሞ ማን ቢስምሽ ታሞጠሙጫለሽ,Proverb,2
ቀነኒ አዱኛ,Literal ,1
ዱላ መዘዘ,Idiom,0
የቴክኒክና የታክቲክ መረጃዎችን,Literal ,1
እንኩዋንስ እንዲህ,Literal ,1
አንጀት የለውም,Idiom,0
ጌጣ ጌጥ,Literal ,1
አንድ ግንድ ለሺህ አይከብድም,Proverb,2
በራስ መተማመን,Literal ,1
ብቅል ረገጠ,Idiom,0
የሃይማኖት ተቋም የማይወክል,Literal ,1
የዱር ክብር,Idiom,0
አበሻ አይቀድም ወይ አያስቀድም,Proverb,2
ሁለቴ ሰላምታ አንዱ ለነገር ነው,Proverb,2
አስታመመ,Idiom,0
አህያ የማትችለው ዝናብ,Idiom,0
ሲበሉ አድርሰኝ ሲጣሉ መልሰኝ,Proverb,2
አሳበ ቢስ,Idiom,0
ማልዶ ማልዶ,Idiom,0
ከአመታት በፊት,Literal ,1
አፍ ያለው ጤፍ ይቆላል,Idiom,0
ተፈጥሮ ሞት ተሾሞ ሽረት,Proverb,2
ቅጥየለሽ,Idiom,0
አማራጭ,Literal ,1
ግንባረ ደረቅ,Idiom,0
ቀነ ቀጠሮ,Idiom,0
እንዲደርሱ ማድረግ ነው,Literal ,1
አመለ ወላንዳ,Idiom,0
ለአህያ ማር አይጥማትም,Idiom,0
አሁን ኳሱ በእጃቸው ውስጥ ነው,Literal ,1
ኤርፓርት ደርሰዋል,Literal ,1
ስድ አደግ,Literal ,1
ሲሉ ጠይቀዋል,Literal ,1
ሌባ አናት ልጇን አታምንም,Proverb,2
እሴቶችን ከመምረጥ ነው,Literal ,1
ጭምት ያበደ እንደሆን የጤፍ ቆረን ደኑ,Proverb,2
መከራ ተቀበለ,Idiom,0
ቁም አፍ,Idiom,0
እንደ አይን ፈሪ እንደ እግር ደፋር የለም,Proverb,2
አመንዝራ ካሏት ብትቆርብም አያምኗት,Proverb,2
ልበ ቅን,Idiom,0
የቡና ሙቀጫ,Literal ,1
ሃገር በቀል ዕውቀት,Literal ,1
በሽታውን የደበቀ መድሀኒት አይገኝለትም,Proverb,2
አርበ ወጥ,Idiom,0
አምባጓሮ,Idiom,0
በመላ ሄዶ በመላ ተመለሰ,Idiom,0
ስራ ያጣ መነኩሴ ቆቡን ቀዶ ይሰፋል,Proverb,2
ቆርፋዳ ሻንጣ,Literal ,1
ሲያዩት ያላማረ ሲበሉት ያቅራል,Proverb,2
ከፍቼ አይቻለሁ,Literal ,1
ማሽላ ሲያር ይስቃል,Proverb,2
ልበ ደንዳና,Idiom,0
ፈጣሪ አይደለም,Literal ,1
አንጀቴን አለበኝ,Idiom,0
ቁም ነገር ይዞ ተረት ቂም ይዞ ጸሎት,Proverb,2
የተለየህ አይደለህም,Literal ,1
አነጋገሩ ቀለለ,Idiom,0
የጫረው እሳት ፈጀው,Idiom,0
ረዳኤታም ሴት,Idiom,0
የትውልድ ዘመነ,Literal ,1
ጓደኝነት ጀመሩ,Literal ,1
እንባ በእንባ ተራጨ,Idiom,0
አሁን ብዙ ልታዉቅ ነው,Literal ,1
ቋሚ እረፍትና አካላዊ እንቅስቃሴ,Literal ,1
የሚቀጥሯት ሰዎች,Literal ,1
ውስጠ ወይራ,Idiom,0
ሰብሉን ጸሀይ አበላሸው,Idiom,0
ህመም,Literal ,1
መውሰድ,Literal ,1
ይሸበሩ ጀመር,Literal ,1
ወንድኛ አዳሪ ነው,Literal ,1
ወንዳገረድ,Idiom,0
ይመለከታቸዋል,Literal ,1
አንተ ያለፍህበት,Literal ,1
ሰክናችሁ ማሰብ እና ማዳመጥ,Literal ,1
ሁለታችሁም ተሳስታችኋል,Literal ,1
ረገፈ,Idiom,0
በዛብህ ተሰናበተ,Literal ,1
ፎቶ ኮፒ,Literal ,1
ጃርት ያስደነገጠው ዱባ ይመስላል,Proverb,2
የአንበሳ መደብ,Idiom,0
ወደሽ ከተደፋሽ ቢረግጡሽ አይክፋሽ,Proverb,2
ይህን መሠል,Literal ,1
ልቡ ከዳው,Idiom,0
ከሁለት ያጣ ጎመን,Proverb,2
የቤት ሰራተኛ,Literal ,1
ፊት የወጣን ጆሮ ኋላ የበቀለ ቀንድ በለጠው,Proverb,2
ባለሙያዎች,Literal ,1
ንብረት ሳናፈራ,Literal ,1
ከሳምንታት በፊት,Literal ,1
አባ ሙላት,Idiom,0
እልም ድርግም አለ,Idiom,0
በተቃራኒ መሆናቸው አሳዛኝ ነው,Literal ,1
ትምህርት ክፍል,Literal ,1
የሴት አገር ባልዋ,Proverb,2
ፊቱን ቋጠረ,Idiom,0
ማሳሰቢያ,Literal ,1
አሉታዊ ተፅህኖ,Literal ,1
በዱላ አላሸቀው,Idiom,0
አቦ አቦ አለ,Idiom,0
ስራ ፈታ,Idiom,0
አካላቴ,Idiom,0
ፈረሰኛ ሲሮጥ እግረኛን ምን አቆመው,Proverb,2
ልብ የማይገባ,Idiom,0
ሰው ሆነ,Idiom,0
ለአገሩ እንግዳ ለሰው ባዳ,Proverb,2
ፈጽሞ አይገባም,Literal ,1
ማንኛውም,Literal ,1
ተመክሮ ልብ ተሽምቶ ድልብ አይሆንም,Proverb,2
አጽመ ርስት,Idiom,0
ለሂያጅ የለውም ወዳጅ,Proverb,2
አለሁ አለሁ ባይ,Idiom,0
ይህን ሕዝብ,Literal ,1
ግጥም አለ,Idiom,0
ዛሬ ምሽት ይገባሉ,Literal ,1
ላጤ መላጤ,Idiom,0
እንጀራ ፈላጊ,Idiom,0
ጭዳ አለ,Idiom,0
መጽሐፍ ቅዱስ ትንተና,Literal ,1
ሰርግ እና ምላሽ,Idiom,0
ሩቅ አሳቢ ቅርብ አዳሪ,Proverb,2
ራሰ ዘናና,Idiom,0
እስክስ አለብኝ,Idiom,0
አህያውን ፈርቶ ዳውላውን,Proverb,2
ዉቃቢ ራቀው,Idiom,0
አገልግሎት,Literal ,1
ምርግ,Idiom,0
የቤተክርስትያን ሊቃውንት,Literal ,1
ክልስ,Idiom,0
ሞሰበ ወርቅ,Literal ,1
