Sentence,label
አለም አታላይ አንደ በቅሎ ኮብላይ,Proverb
አለቃ ለራሱ አይበቃ,Proverb
አለቃ የሰጠው አጣሪ የሽጠው,Proverb
አለቃ ያውቃል ድሀ ይጠይቃል,Proverb
አለባብሰው ቢያርሱ በአረም ይመለሱ,Proverb
አለንጉስ ሰላም አለ ደመና ዝናብ የለም,Proverb
አለንጉስ ዘውድ አለ ምሳር ግንድ የለም,Proverb
አለንጋ ለፈረስ ጅራፍ ለሰነፍ,Proverb
አለኝ ብሎ ከማፈር የለኝም ብሎ መድፈር,Proverb
አለአቡን ቄስ አለዘውድ ንጉስ,Proverb
አለኩያ ጋብቻ ቆይ ብቻ,Proverb
አለዳኛ አይከሱ አለጥርስ አይነክሱ,Proverb
አሉባልተኛ ሌት ተቀን አይተኛ,Proverb
አላርፍ ያለች ጣት ስትጠነቁል ትያዛለች,Proverb
አላዋቂ ሳሚ ንፍጥ ይለቀልቃል,Proverb
አላየናት እንዲያው ገበያ ናት,Proverb
አልሞት ባይ ተጋዳይ,Proverb
አልሰሜን ግባ በለው,Proverb
አልሸሹም ዞር አሉ,Proverb
አልጋው ሲገኝ ባሉ አይገኝ,Proverb
አልጠግብ ባይ ሲተፋ ያድራል,Proverb
አመልህ በጉያ ስንቅህ በአህያ,Proverb
አመልና ጅራት ከወደኋላ ነው,Proverb
አመንዝራ ካሏት ብትቆርብም አያምኗት,Proverb
አመድ በዱቄት ይስቃል,Proverb
አሙኝ ብለህ ካሙህ አትገኝ,Proverb
አማችና ቂጥ ትርፍ ነው,Proverb
አሳ ግማት ካናቱ,Proverb
አሳ ጎርጓሪ ዘንዶ ያወጣል,Proverb
አሳ ጎርጓሪ ዘንዶ ያወጣል,Proverb
አሳቂ ገንፎ ከእራቴ ተርፎ,Proverb
አሳብ የለሽ ወጧ ጣፋጭ ነው,Proverb
አሳን መብላት በብልሀት,Proverb
አስር የሚመጥ አንድም አያገኝ,Proverb
አስቀድሞ ነበር መጥኖ መደቆስ አሁን ምን ይሰራል ድስት ድጦ ማልቀስ,Proverb
አርሟን ብታፈላ ጀበናው ሙሉ አተላ,Proverb
አርሟን ጠምቃ ፈጀችው ጠልቃ,Proverb
አበሻ አይቀድም ወይ አያስቀድም,Proverb
አቡጊዳ የተማሪ እዳ,Proverb
አባቱ ዳኛ ልጁ ቀማኛ,Proverb
አባቱን አያውቅ አያቱን ናፈቀ,Proverb
አባት የያዘውን ልጅ ይወርሳል እጅ የያዘውን አፍ ይጎርሳል,Proverb
አባይ ማደሪያ የለው ግንድ ይዞ ይዞራል,Proverb
አባይን ያላየ ምንጭ ያመሰግናል,Proverb
አብስሎ መብላት በእሳት,Proverb
አብሮ ማደግ ያናንቃል,Proverb
አተርፍ ባይ አጉዳይ,Proverb
አተርፍ ባይ አጉዳይ,Proverb
አታግባና የሰው አጥር ዝለል,Proverb
አትሩጥ አንጋጥ,Proverb
አትሩጥ አንጋጥ,Proverb
አትዋል ይዋሉብህ አትምከር ይምከሩብህ,Proverb
አትግደርደሪ ጦምሽን እንዳታድሪ,Proverb
አነስ ሲሉት ተቆረሰ,Proverb
አንበሳ ሲያረጅ የዝንብ መጫወቻ ይሆናል,Proverb
አንተን ያመነ ጉም የዘገነ,Proverb
አንቺው ታመጪው አንቺው ታሮጪው,Proverb
አንዱ ልብ መካሪ አንዱ ቃል ተናጋሪ,Proverb
አንዱን ጥላ አንዱን አንጠልጥላ,Proverb
አንድ ሰኔ የጣለውን አምስት ሰኔ አያድነውም,Proverb
አንድ በሬ ስቦ አንድ ሰው አስቦ,Proverb
አንድ አይና ባፈር አይጫወትም,Proverb
አንድ ግንድ ለሺህ አይከብድም,Proverb
አወቅሽ አወቅሽ ቢሏት መጽሀፍ አጠበች,Proverb
አወቅኩሽ ናቅኩሽ,Proverb
አዋቂ ሲበዛ በሽተኛ ይሞታል,Proverb
አውቀሽ ከተደፋሽ ቢረግጡሽ አይክፋሽ,Proverb
አውቀው በድፍረት ሳያውቁ በስህተት,Proverb
አውቆ የተኛን ቢቀሰቅሱት አይሰማም,Proverb
አዘኑ ላይለቅህ ድግሱ አያምልጥህ,Proverb
አዛኝ ቅቤ አንጓች,Proverb
አዛኝ ቅቤ አንጓች,Proverb
አዝኘ ባቅፋት አንቅልፍ ወሰዳት,Proverb
አዝኜ ባሳድረው ሰርቆኝ ሄደ,Proverb
አያ ጅቦ ሳታመካኝ ብላኝ,Proverb
አያ ጅቦ ሳታመኻኝ ብላኝ,Proverb
አያያዙን አይቶ ጭብጦውን ቀማው,Proverb
አያድሩበት ቤት አያምሻሹበት,Proverb
አያገባት ገብታ አያወዛት ተቀብታ,Proverb
አይመጣምን ትተሽ ይመጣልን ያዥ,Proverb
አይቡን ሲያዩት አጓቱን ጠገቡት,Proverb
አይኔን ሲያመው ጥርሴን አሳቀው,Proverb
አይኔን አታስቀው ጥርሴስ ልማዱ ነው,Proverb
አይን ህመም ልግም ይወዳል,Proverb
አይን አይቶ ልብ ይፈርዳል,Proverb
አይን አይኑን ያዩት ጀበና ቶሎ አይፈላም,Proverb
አይን አፋር ልጃገረድ ከወንድሟ ትወልድ,Proverb
አይን ካላዩበት ግንባር ነው,Proverb
አይን መግለጥ,Proverb
አይጠቅም ጠላ ከጎረቤት ያጣላ,Proverb
አይጥ ሞቷን ስትሻ ሄዳ ታሸታለች የድመት አፍንጫ,Proverb
አይጥ ወልዳ ወልዳ ጅራቷ ሲቀር ሲጥ,Proverb
አይጥ ጣረ ሞት ይዟት ትጫወታለች ድመት,Proverb
አደራ ጥብቅ ሰማይ ሩቅ,Proverb
አገሩ ሩቅ ስንቁ ደረቅ,Proverb
አገር ሲያረጅ ጃርት ያፈራል,Proverb
አጉል መንፈራገጥ ለመላላጥ,Proverb
አጉል ፍቅር ያመናቅር,Proverb
አጥብቆ ያሰረ ዘቅዝቆ ይሸከማል,Proverb
አጥብቆ ጠያቂ የናቱን ሞት ይረዳል,Proverb
አጥብቆ ጠያቂ የእናቱን መሞት ይረዳል,Proverb
አፋ ቅቤ ልቡ ጩቤ,Proverb
አፍ ሲነድ ሆድ ይነድ,Proverb
አፍ ሲከፈት ጭንቅላት ይታያል,Proverb
አፍ ሲያመልጥ ጸጉር ሲመለጥ አይታወቅም,Proverb
አፍ የሚጎርሰውን እጅ ይመጥነዋል,Proverb
አፍ ያለው ያግባሽ ከብት ያለው,Proverb
አፍ ያለው ጤፍ ይቆላል,Proverb
አፍ ዳገት አይፈራም,Proverb
አፍራ ያለው ማሽላ ተኝቶ ያፈራል,Proverb
አፍንጫ ሲመታ አይን ያለቅሳል,Proverb
አፍንጫ ሲመታ አይን ያለቅሳል,Proverb
እህል ባሳደገ ደመኛ አይደለም,Proverb
እህልን በጥቅምት ልጅን በጡት,Proverb
እህልን አላምጦ ነገርን ኣዳምጦ,Proverb
እልክ ምላጭ ያስውጣል,Proverb
እልፍ ሲሉ እልፍ ይገኛል,Proverb
እምነት የሚጣልበት,Proverb
እሱ ቀርቶ ሌላ ዘፈን ወጥቶ,Proverb
እሱ የከፈተውን ጉሮሮ ሳይዘጋው አያድርም,Proverb
እሳት ቢያንቀላፋ ገለባ ጎበኘው,Proverb
እሳት አመድ ወለደ እንዲሉ,Proverb
እሳት ካየው ምን ለየው,Proverb
እሳት የገባ ቅቤ,Proverb
እሩቅ አሳቢ ቅርብ አዳሪ,Proverb
እርምጃህን አስተውል,Proverb
እርሻ ሲሉ ሞፈር ቆረጣ,Proverb
እርቅ ደም ያደርቅ,Proverb
እርባና ቢስ,Proverb
እሺ ይበልጣል ከሺ,Proverb
እሾህ ለረጋጩ ነገር ላምጪው,Proverb
እሾህን በእሾህ,Proverb
እበላ ብዬ ተበላሁ,Proverb
እበትም ትል ይወልዳል,Proverb
እባብ ለእባብ ይተያያል ካብ ለካብ,Proverb
እባብ የልቡን አይቶ እግር ነሳው,Proverb
እባብን ያየ በልጥ በረየ,Proverb
እብድ አህል ገዝቼ ሚስቴን አሳበድኳት,Proverb
እብድ የያዘው መልክ አይበረክትም,Proverb
እብድና ሰካራም የልቡን ይናገራል,Proverb
እቺም ቂጥ ሆና ስንጥቅ ተበጀላት,Proverb
እናቱ የሞተችበትና ገበያ የሄደችበት እኩል አለቀሱ,Proverb
እናቲቱን አይተህ ልጅቷን አግባ,Proverb
እናቴን ያገባ ሁሉም አባቴ ነው,Proverb
እናትየዋን ሲከጅሉ ልጅቷን ይስማሉ,Proverb
እናንተ ቤት ያለው እሳት እኛ ጋርም አለ,Proverb
እኔ ከሞትኩ ሰርዶ አይብቀል,Proverb
እንቁላል ቀስ በቀስ በእግሩ ይሄዳል,Proverb
እንባ ሲሻኝ አይኔን ጢስ ወጋኝ,Proverb
እንብዛም ብልሀት ያደርሳል ከሞት,Proverb
እንኳን ለገንፎ ለሙቅም አልደነግጥ,Proverb
እንኳን ከፎከረ ያድናል ከወረወረ,Proverb
እንኳን ዘንቦብሽ እንዲያውም ጤዛ ነሽ,Proverb
እንኳን ዘንቦብሽ ድሮም ጤዛ ነሽ,Proverb
እንደ መረብ ሸፍኖ እንደ እንቁላል ደፍኖ,Proverb
እንደ ሚስቴ አንጂ እንደእናቴ ሀሳብ አታውለኝ,Proverb
እንደ ሰው ትመጪ አንደ አውሬ ትሮጪ,Proverb
እንደ አይን ፈሪ እንደ እግር ደፋር የለም,Proverb
እንደ አገሩ ይኖሩ አንደ ወንዙ ይሻገሩ,Proverb
እንደ እንግዳ ደራሽ እንደ ውሀ ፈሳሽ,Proverb
እንዲህ ልጠግብ በሬዬን አረድኩት,Proverb
እንዳትሄድ ቀየዳት እንዳትበላ ለጎማት,Proverb
እንዳዩ መብላት ሆድ ያሰፋል,Proverb
እንዳያማህ ጥራው እንዳይበላ ግፋው,Proverb
እንጀራ ያለወጥ ቤት ያለ ሴት,Proverb
እንግዳና ሞት በድንገት,Proverb
እኛ ባገራችን ዳቦ ፍሪዳችን,Proverb
እከክልኝ ልከክልህ,Proverb
እኩሉን ተላጭታ አኩሉን ተቀብታ,Proverb
እውር ሲወበራ በትሩን ይጥላል,Proverb
እውር ቢሸፍት ከጓሮ አያመልጥ,Proverb
እውር እውርን ቢከተል ተያይዘው ገደል,Proverb
እውነቱን ተናግሮ ካመሹበት ማደር,Proverb
እየቆሉ ጥሬ,Proverb
እየጠጡ ዝም የጋን ወንድም,Proverb
እያጫወትኳት ታንቀላፋለች,Proverb
እዬዬም ሲዳላ ነው,Proverb
እዳ ሰርጉ ነውር ማእረጉ,Proverb
እድሜና ጨርቅ በደህና አያልቅ,Proverb
እጅ ከልብስ ምላስ ከጥርስ,Proverb
እጅ ይዘው ያስገቡት እጅ ይዞ ያስወጣል,Proverb
እጅ ከፍንጅ,Proverb
እጅና አፍ አይተጣጣም,Proverb
እግረ ቀጭን ይሞታል ሲሉ እግረ ወፍራም ይቀድማል,Proverb
እግር የላት ክንፍ አማራት,Proverb
እግዜር ሲጥል እናት አታነሳም,Proverb
እግዜር በመለኮቱ ጎልማሳ በሚስቱ,Proverb
እግዜር በትር ሲቆርጥ ቆላ ኣይወርድም,Proverb
እጸድቅ ብዬ ባዝላት ተንጠልጥላ ቀረች,Proverb
ኧረ ሳቄ ናልኝ ጥርሴስ አመሉ ነው,Proverb
ከልብ ካለቀሱ እንባ አይገድም,Proverb
ከልብ ካለቀሱ እንባ አይገድም,Proverb
ከመሞት መሰንበት,Proverb
ከመቶ ሀምሳ ዳዊት የልብ ቅንነት,Proverb
ከመናገርህ በፊት አስብ,Proverb
ከማትረባ ጉልበት በህግ አምላክ ይሻላል,Proverb
ከማያውቁት መልአክ የሚያውቁት ስይጣን ይሻላል,Proverb
ከምኔው ሞትሽና አፈር አፈር ሸተትሽ,Proverb
ከሞመት መሰንበት,Proverb
ከሞኝ ደጃፍ ሞፈር ይቆረጣል,Proverb
ከሰው ስህተት ከብረት ዝግት አይጠፋም,Proverb
ከሰጠሽ ስጪኝ ካልፈለግሽ ፈግጪው ተቀምጠሽበት ከምትደፈጥጪው,Proverb
ከስስታም አንድ ይወድቀው አንድ ይተርፈው,Proverb
ከራስ በላይ ነፋስ,Proverb
ከርሞ ጥጃ አድሮ ቃሪያ ታጥቦ ጭቃ,Proverb
ከቁንጫ መላላጫ ያወጣል,Proverb
ከባለቤት አንደበት,Proverb
ከባልሽ ጋር ሁኚ ቢሏት የተለመነች መሰላት,Proverb
ከአህያ የዋለች ጊደር ፈስ ተምራ መጣች,Proverb
ከአጋም የተጠጋ ቁልቋል ዘላለም ሲያለቅስ ይኖራል,Proverb
ከአፈርኩ አይመልሰኝ,Proverb
ከአፍ የወጣ ቃል ከእጅ የወደቀ እንቁላል,Proverb
ከዕባብ እንቁላል እርግብ አይፈለፈልም,Proverb
ከእጅ አይሻል ዶማ,Proverb
ከእጅ ወደ አፍ,Proverb
ከወፈሩ ሰው አይፈሩ,Proverb
ከዘመድ አጠገብ የተዳረች ልጅ ትዳር አትይዝም,Proverb
ከዝንጀሮ ቆንጆ ምን ይመራርጡ,Proverb
ከድሀ ከመበደር ከባለጸጋ መስረቅ ይቀላል,Proverb
ከድጡ ወደ ማጡ,Proverb
ከፈረሱ በፊት ጋሪው,Proverb
ካለ ፈጣሪ አሟጠሽ ጋግሪ,Proverb
ካለመናገር ደጃዝማችነት ይቀራል,Proverb
ካልቀበጡ አይዘሉ ካልዘለሉ አይሰበሩ,Proverb
ካልታዘልኩ አላምንም አለች ሙሽራ,Proverb
ካልደፈረሰ አይጠራም,Proverb
ካልፈላ አይገነፍል ካልተጣደ አይበስል,Proverb
ካረጁ አይበጁ,Proverb
ካንጀት በላይ ፍቅር እያደር ያቃቅር,Proverb
ካያያዝ ይቀደዳል ካነጋገር ይፈረዳል,Proverb
ክብርህን ጠብቅ,Proverb
ወልዶ አይስም ዘርቶ አይቅም,Proverb
ወረቀትና ሞኝ የያዘውን አይለቅም,Proverb
ወሬ ቢበዛ በአህያ አይጫንም,Proverb
ወሬኛ ሚስት ዘርዛራ ወንፊት,Proverb
ወንድ እንደያዙት ነው,Proverb
ወይ አበዳሪ ወይ ተበዳሪ ይሞታል,Proverb
ወይ አታምር ወይ አታፍር,Proverb
ወደሽ ከተደፋሽ ቢረግጡሽ አይክፋሽ,Proverb
ወዳጅ ይመጣል ከራያ ጠላት ይወጣል ከጉያ,Proverb
ወጥን ማን ያውቃል ቢሉ ቀላዋጭ,Proverb
ወፍ እንዳገርዋ ትጮሀለች,Proverb
ወፍጮና ሴት መቼም አይሞላለት,Proverb
ውሀ ለወሰደው ካሳ አይከፍልም,Proverb
ውሀ ላነቀው ባለቤቱ ላላወቀው መድሀኒት የለውም,Proverb
ውሀ ልትቀዳ ሄዳ አንስራዋን ረስታ መጣች,Proverb
ውሀ ምን ያስጮኸዋል ድንጋይ,Proverb
ውሀ ምን ያገሳ ድሀ ምን ያወሳ,Proverb
ውሀ ምን ያገሳ ድሀ ምን ያወሳ,Proverb
ውሀ ሲወስድ እያሳሳቀ ነው,Proverb
ውሀ ሲወስድ እያሳሳቀ ነው,Proverb
ውሀ ሲደርቅ ይሸታል ሰው ሲከዳ ይወሸክታል,Proverb
ውሀ ሲደርቅ ይሸታል ሰው ሲከዳ ይወሽክታል,Proverb
ውሀ ሲጎድል ተሻገር ዳኛ ሲገኝ ተናገር,Proverb
ውሀ ሲጎድል ተሻገር ዳኛ ሲገኝ ተናገር,Proverb
ውሀ በለዘብታ ድንጋይ ይፈነቅላል,Proverb
ውሀ በብልሀት ይቆላል በእሳት,Proverb
ውሀ በእሳት ሰስ በዳገት,Proverb
ውሀ ቢወቅጡት መልሶ እንቦጭ ነው,Proverb
ውሀ ቢወቅጡት እንቦጭ,Proverb
ውሀ ቢወቅጡት እንቦጭ,Proverb
ውሀ ቢደርቅ አሳ ያልቅ,Proverb
ውሀ ቢደርቅ አሳ ያልቅ,Proverb
ውሀ ቢጠቅምህም ማአበሉን አትመኝ,Proverb
ውሀ አያንቅ ነገር አያልቅ,Proverb
ውሀ አያንቅ ነገር አያልቅ,Proverb
ውሀ እድፍን ያጠራል ትምህርት ልብን ያጠራል,Proverb
ውሀ የሚወስደው ሰው አረፋ ይጨብጣል,Proverb
ውሀ የጥቅምት ነበርሽ ታዲያ ማን ይጠጣሽ,Proverb
ውሀ ጭስ ክፋ ሴት ሰውን ያበራሉ ከቤት,Proverb
ውሀ ጭስና ክፋ ሴት ሰውን ያባርራሉ ከቤት,Proverb
ውሃ ቀስ በቀስ አለትን ይበሳል,Proverb
ውሀና ገደል እያሳሳቀ ይወስዳል,Proverb
ውሀና ጠጅ እኩል ይጠጣሉ,Proverb
ውሀን መመለስ ወደ ሌላ ማፍሰስ,Proverb
ውሀን ምን ያስጮኸዋል ድንጋይ,Proverb
ውሀውም እንዳይደርቅ አሳውም እንዳያልቅ,Proverb
ውሀውም እንዳይደርቅ አሳውም እንዳያልቅ አድርጎ ነው እርቅ,Proverb
ውል አያወላውል ምላት አያሻግር,Proverb
ውል ያዋውላል ታንኳ ያሻግራል,Proverb
ውል ያዋውላል ታንኳ ያሻግራል,Proverb
ውል ያዋውላል ታንኳ ያሻግራል አቧራ ያስላል,Proverb
ውስጥ ውስጡን ድመትም አውሬ ነች,Proverb
ውሻ ምን አገባት እርሻ,Proverb
ውሻ ምን አገባት እርሻ,Proverb
ውሻ በሰፈሩ ጅብ ነው,Proverb
ውሻ በቀደደው ድመት ተከተለች,Proverb
ውሻ በቀደደው ጅብ ይገባል,Proverb
ውሻ በቀደደው ጅብ ይገባል,Proverb
ውሻ በበላበት ይጮሀል,Proverb
ውሻ በበላበት ይጮሀል,Proverb
ውሻ የጌታውን ጌታ አያውቅም,Proverb
ውሻ የጌታውን ጌታ አያውቅም,Proverb
ውሻን በርግጫ ማለት እንካ ስጋ ማለት,Proverb
ውሽማዋን ብታይ ባልዋን ጠላች,Proverb
ውበት እንደ ተመልካቹ ነው,Proverb
ውጣ ያለው ብር ግርግዳ ሲፍቅ ያድራል,Proverb
ውጣ ያለው ገንዘብ ግርግዳ ሲቧጥጥ ያድራል,Proverb
ውጣ ያለው ገንዘብ ግርግዳ ሲጭር ያድራል,Proverb
ዘላለም ከመፍሳት አንዴ መቅዘን,Proverb
ዘመነ ግልምቢጥ ውሻ ወደ ሰርዶ አህያ ወደ ሊጥ,Proverb
ዘመን እንደንጉሱ አውድማ እንደንፋሱ,Proverb
ዘመን የሚወልደውን ንጉስ የሚፈርደውን,Proverb
ዘመን የሚወልደውን ንጉስ የሚፈርደውን የሚያውቅ የለም,Proverb
ዘመን የሰጠው ቅል ድንጋይ ይሰብራል,Proverb
ዘመን የሰጠው ቅል ድንጋይ ይሰብራል,Proverb
ዘመን የወለደው ንጉስ የወደደው,Proverb
ዘመን ያነሳው ቅል ድንጋይ ይሰብራል,Proverb
ዘመደ ብዙ ጠላሽ ቀጭን ነው,Proverb
ዘመደ ብዙ ጠላው ቀጭን ነው,Proverb
ዘመደ ብዙ ጠላው ቀጭን ነው,Proverb
ዘመደ ብዙ ጠላው ቀጭን ነው,Proverb
ዘመዱን ያማ ለራሱ ገማ,Proverb
ዘመዱን ያማ እራሱ ገማ,Proverb
ዘመዱን ያማ እራሱ ገማ,Proverb
ዘመዱን ያማ ገማ,Proverb
ዘመድ ሲጣላ ያረክሳል,Proverb
ዘመድ ሲፈራ ላሊበላ ሲኮራ,Proverb
ዘመድ በዘመዱ አይጨክንም ሆዱ,Proverb
ዘመድ ቢረዳዳ ችግርም ባልጎዳ,Proverb
ዘመድ ቢረዳዳ ችግርም አይጎዳ,Proverb
ዘመድ ቢረዳዳ ችግርም አይጎዳ,Proverb
ዘመድ ከዘመዱ አህያ ከአመዱ,Proverb
ዘመድ ከዘመዱ አህያ ካመዱ,Proverb
ዘመድ ከዘመዱ አህያ ካመዱ,Proverb
ዘመድ ያረጀ በልቶ ያፈጀ,Proverb
ዘመድና መድሀኒት በተቸገረ ቀን ይፈለጋል,Proverb
ዘመድና መድሀኒት የተቸገሩ ለት,Proverb
ዘመድና ሚዛን ከወገብ ይይዛል,Proverb
ዘመድና ሚዛን ከወገብ ይይዛል,Proverb
ዘመድና ሳንቲም ከመንገድ ወድቀው ሳንቲሙን እነሱ ዘመድን ጥለው,Proverb
ዘመድና እሳት በሩቅ,Proverb
ዘመድና ዋንጫ እያለቀሰ ይመጣ,Proverb
ዘመድና ገንዘብ ሳያስቡት ይገኛል,Proverb
ዘመድና ፍየል ቤት አጥፊ ነው,Proverb
ዘመድን ከዘመድ ጋር ማማት ዳቦ እንደመግመጥ ነው,Proverb
ዘመድን ከዘመድ ጋር ማማት ጮማ እንደመቁረጥ ይቆጠራል,Proverb
ዘመድን የሚወጉበት ጦር ጀንፎው አይለቀቅም,Proverb
ዘመድን የሚወጉበት ጦር ጅንፎው አይለቀቅም,Proverb
ዘመዶችዋ ሁሉ ይሏታል ግንድ አልብስ,Proverb
ዘምቶ ተወረሰ,Proverb
ዘምቶ ያረጀ በልቶ ያፈጀ,Proverb
ዘምቶ ያረጀ በልቶ ያፈጀ,Proverb
ዘረፋና ቀን ካልተሻሙበት ያልቃል,Proverb
ዘሩ የጣቴ ምድሩ ያባቴ,Proverb
ዘር ልትበደር ሂዳ እህል ሲሽት መጣች,Proverb
ዘር ከልጓም ይስባል,Proverb
ዘር ከልጓም ይጠቅሳል,Proverb
ዘር ከበረከት ትውልድ ከምርቃት,Proverb
ዘር የጣቱ ምድሩ ያባቱ,Proverb
ዘር ከልጓም ይስባል,Proverb
ዘርቶ መቃም ወልዶ መሳም,Proverb
ዘርቶ መቃም ወልዶ መሳም,Proverb
ዘርቶ ያልበላ አምላክን ጠላ,Proverb
ዘርቶ ያልበላ አምላክን ጠላ,Proverb
ዘቅዝቀው ቢቀብሩት ቀና ብሎ አደገ,Proverb
ዘቅዝቀው ቢቀብሩት ቀና ብሎ አደገ,Proverb
ዘባራቂ ይወዳል ምራቂ,Proverb
ዘንዶ የዳገት በረዶ,Proverb
ዘንጋዳ ተቆረጡት አገዳ እዳኛ ከደረሱ እዳ,Proverb
ዘንጋዳ ከቆረጡት አገዳ ሚስት ከፈቷት እዳ,Proverb
ዘንጋዳ የገለበጠ አባቱን የገላመጠ,Proverb
ዘንጋዳና ወታደር በመከር ጊዜ ይታይ ነበር,Proverb
ዘንግ ከተተከለ ልብ ተከፈለ,Proverb
ዘኬውን ሲቋጥር አነቀው ነብር,Proverb
ዘገየች ከረመች ቆይታ መጣች,Proverb
ዘገየች ከረመች ቆይታ መጣች,Proverb
ዘጠኝ ሞት መጣ ቢሉት አንዱን ግባ በለው,Proverb
ዘጠኝ ሞት መጣ ቢሉት አንዱን ግባ በለው,Proverb
ዘጠኝ ሞት መጣ ቢሉት አንዱን ግባ በለው አለ,Proverb
ዘጠኝ ሞት መጣ ቢሉት አንዱን ግባ በለው አለው,Proverb
ዘጠኝ ጠጥቶ አስረኛውን የወደደ በሙሉ ነደደ,Proverb
ዘጠኝ ጠጥቶ አስር የወደደ በሙሉ ተናደ,Proverb
ዘጠኝም ቢታለብ ለኔ ያው ገሌ ነው,Proverb
ዘጠኝም ቢታለብ ለኔ ያው ገሌ ነው,Proverb
ዘጥ ዘጥ አቁማዳ ቂጥ,Proverb
ዘጥ ዘጥ አቁማዳ ቂጥ,Proverb
ዘፈን በበገና ነገር በዋና,Proverb
ዛፍ ሲወድቅ ከግንዱ ሰው ሲቸገር ከዘመዱ,Proverb
ዛፎች ቢጠፋ ቁጥቋጦች ዛፎች ነን አሉ,Proverb
ዛፎች አለቁ እና ግራሮች ዛፍ ሆኑ,Proverb
ዝሆንና ዝሆን ቢጣሉ የሚጎዳው ሳሩ,Proverb
ዝም ባለ አፍ ዝምብ አይገባበትም,Proverb
ዝም አይነቅዝም,Proverb
ዝምታ ለበግም አልበጃት,Proverb
ዝምታ ለበግም አልበጃት ,Proverb
ዝምታ ራሱን የቻለ መልስ ነው,Proverb
ዝምታ ወርቅ ነው,Proverb
ዝምታ ወርቅ ነው,Proverb
ዝናብ ለዘር ጠል ለመኸር,Proverb
ዝናብ ሊጥል ሲል ይነፋፍሳል,Proverb
ዝናብ ሲያባራ ከዋሻ ምን ሊሻ,Proverb
ዝናብ ከደመና ነገር ከዋና,Proverb
ዝናብ ዘነበ ቢለው ከደጅህ እየው,Proverb
ዝናብና ልጅ ሲጠሉት ያከብር,Proverb
ዝንብ ቢሰበሰብ ጋን አይከፍትም,Proverb
ዝንጀሮ የመቀመጫዬ ይቅደምልኝ አለች,Proverb
ዝንጀሮ የቂጧን መላጣ ሳታይ በባልንጀራዋ ትስቃለች,Proverb
ዞር ኣሉ ኣልሸሹም,Proverb
ዞሮ ዞሮ መዝጊያው ጭራሮ,Proverb
ዞሮ ዞሮ እራቱ ጥሬ,Proverb
ዞሮ ዞሮ ወደቤት ኖሮ ኖሮ ወደ መሬት,Proverb
የሀምሌን ውሀ ጥም እናትም አታውቀውም,Proverb
የሀምሌን ውሀ ጥም የህዳርን ራብ የሚያውቅ ያውቀዋል,Proverb
የሀብታም ልጅ ሲጫወት የድሀ ልጅ ይሞታል,Proverb
የሆድ ምቀኛው አፍ ነው,Proverb
የለመነ ያገኛል የነገደ ያተርፋል,Proverb
የለመኑትን የማይረሳ የነገሩትን የማይረሳ,Proverb
የለመደ ልማድ ያሰርቃል ከማእድ,Proverb
የለመደች ጦጣ ሁልጊዜ ሽምጠጣ,Proverb
የለማኝ ቅንጡ ይላል ወተት አምጡ,Proverb
የለበሱት ያልቃል የሰጡት ያጸድቃል,Proverb
የላም ወተቱን የጌታ ከብቱን,Proverb
የላከ እንደ አፉ ያከከ አንደ አጁ አይሆንለትም,Proverb
የላይ አልጋ የውስጥ ቀጋ,Proverb
የላጭን ልጅ ቅማል በላት,Proverb
የላጭን ልጅ ቅማል በላት,Proverb
የላጭን ልጅ ቅማል በላው,Proverb
የሌባ ሞኝ ከጎተራ ስር ይገኝ,Proverb
የሌባ አይነደረቅ መልሶ ልብ ያደርቅ,Proverb
የሌባን ጠበቃ አደባልቀህ ውቃ,Proverb
የልመና በሬ ትክክል አይሄድም,Proverb
የልቡን ሲነግሩት የኮረኮሩትን ያህል ይስቃል,Proverb
የልቡን አድራጊ አይናደድም,Proverb
የልብስ ቀላል ባለቤቱን ያቀላል,Proverb
የልጅ ልጅ እህል ይፈጅ ኋላም ጅብ ያስፈጅ,Proverb
የልጅ መልከ ጥፉ በስም ይደግፋ,Proverb
የልጅ ቀላቢ የአህያ ጋላቢ,Proverb
የልጅ ነገር ሁለት ፍሬ አንዱ ብስል አንዱ ጥሬ,Proverb
የልጅ ፍቅር የሴት ከንፈር አናትን አያስቀብር,Proverb
የሎሌ አልቃሽ የሴት ቀዳሽ,Proverb
የመቀናጆ በሬ ሲመሽ ወደ ቤቱ ይስባል,Proverb
የመነነ ከዱር የሞተ ከመቃብር,Proverb
የመንታ እናት ተንጋላ ትሞት,Proverb
የመንገድ ዳር እሸት ባል የሌላት ሴት,Proverb
የመንገድ ዳር እሽት ባል የሌላት ሴት ለማንም ናት,Proverb
የመከሩበት ሞተ የወርወሩበት ተሳተ,Proverb
የመከር ጊዜ ረሀብ አለባለቤቱ የሚያውቀው የለም,Proverb
የመጽሀፍ ቀበኛ,Proverb
የሙት ቀናተኛ ሚስቴን አደራ ይላል,Proverb
የሙት አልቃሹ የቁም ወራሽ,Proverb
የሚሉሽን በሰማሽ ገበያም ባልወጣሽ,Proverb
የሚሞት ልጅ አንገቱ ረጅም ነው,Proverb
የሚሰራ ምንም አያወራ,Proverb
የሚሰርቀውን ያጣ ተሳድቦ ይሄዳል,Proverb
የሚስት መናኝ የእናት አገር ለማኝ,Proverb
የሚስት አሳቢ የጥንድ በሬ ሳቢ ይስጥህ,Proverb
